Id,postScore,views,answers,comments,totalTagCount,maxTagCount,numTags,ownerRep
"31607580","0","31","1","7","77298","51226","2","60"
"31937386","0","18","1","0","96311","91588","4","47"
"32060420","1","34","1","0","86202","62419","4","167"
"30144904","0","6","0","0","110","110","1","172"
"30254370","1","45","2","0","223981","223900","2","731"
"32759302","0","16","0","0","92747","91235","2","314"
"30275787","1","50","2","2","1083723","982794","3","5529"
"31024959","0","27","0","0","18106","9308","2","1"
"31564076","0","36","1","3","675365","675365","1","222"
"31782467","0","51","1","1","782277","750572","2","3"
"30354464","1","97","1","0","841759","831061","2","1831"
"32216432","0","42","2","0","65572","63504","5","104"
"30397246","0","81","1","2","398202","357739","4","31"
"30205413","0","194","1","0","245294","133970","5","59"
"31055175","-1","27","1","3","1113966","982794","2","1264"
"32304999","3","67","2","2","2479479","982794","4","36"
"30322333","0","56","1","3","753986","750572","3","194"
"32566149","0","19","0","0","32057","22031","3","791"
"30816355","1","24","1","0","70639","45143","3","244"
"30481637","0","264","4","2","776834","750572","4","22"
"30036826","0","54","3","3","1038475","871812","3","34"
"30728824","0","45","0","2","602201","495141","3","53"
"30498949","0","412","1","0","321820","302267","2","41"
"32126611","0","44","0","0","517820","385333","3","5"
"31126948","-3","27","1","3","985544","960372","3","8"
"32389533","1","25","2","4","83","83","1","11"
"31456116","0","9","0","0","29268","21883","2","82"
"31401400","0","56","2","0","1357039","982794","4","3"
"32437940","1","63","1","2","38208","33587","2","953"
"31140250","1","28","1","0","36763","28200","4","347"
"31866099","0","32","0","0","890591","871812","3","141"
"30797142","1","39","1","2","14198","14198","1","3296"
"31736118","1","51","0","0","414181","407384","3","126"
"30805532","0","34","2","1","1658159","982794","2","3842"
"32344641","0","34","0","8","1202851","831061","3","1"
"32327329","0","32","1","0","112710","98653","4","1061"
"30412958","1","25","2","0","789282","750572","3","16"
"31544683","0","46","1","1","151596","56886","5","196"
"32258673","0","30","1","5","123951","113858","2","151"
"31805833","0","24","1","0","963047","871812","2","118"
"32724251","1","66","1","7","166852","78436","3","640"
"32313389","1","38","0","0","851370","831061","2","135"
"30575634","0","85","1","0","1127328","871812","5","2833"
"31852159","0","26","0","0","114111","113858","3","1"
"31142022","2","37","3","2","357739","357739","1","157"
"30878559","2","21","2","0","62419","62419","1","14607"
"32619093","0","39","1","2","1153611","982794","4","969"
"31783503","0","33","2","0","210782","112172","5","31"
"32512567","1","128","1","0","1142669","982794","3","779"
"30114765","0","132","0","4","921095","831061","3","1"
"31181664","0","62","4","2","2132171","982794","3","1855"
"30597964","1","188","3","8","605298","495141","3","1948"
"32579451","0","49","2","9","136730","87096","5","1"
"32073667","1","114","1","2","503935","407384","5","1419"
"31363530","0","31","0","1","587154","495141","5","2563"
"31379070","0","89","1","0","217715","155915","5","1"
"32840601","0","32","1","0","595840","385333","5","3"
"31201575","0","396","1","0","104603","98653","2","7"
"31840300","0","102","0","2","1032266","871812","5","6"
"32071895","1","57","1","0","147265","133112","4","36"
"30773401","0","34","1","1","65138","45951","4","23"
"32043451","1","31","1","7","1500386","831061","4","350"
"32490005","1","26","2","1","228229","220865","3","889"
"31868435","0","39","4","1","1348032","831061","5","7"
"29989155","0","70","1","0","49459","35681","3","1579"
"32713428","0","36","2","1","5224","5224","1","26"
"30610725","0","77","2","2","1726","779","3","106"
"30831895","0","41","1","3","877158","871812","3","60"
"30038598","0","51","0","6","771846","750572","3","70"
"31372956","0","356","0","11","1056198","960372","5","275"
"31162437","0","170","1","2","624748","495141","5","20"
"32029511","1","94","2","3","1640790","871812","4","6"
"31614541","6","119","1","1","876593","871812","4","336"
"30765890","0","29","0","3","170654","133112","3","52"
"31930782","0","56","1","1","12305","12305","1","12742"
"30590310","1","85","0","3","832014","831061","2","408"
"31316723","0","27","0","0","1250","764","3","29"
"32228600","0","53","1","1","43678","43678","1","324"
"32609667","-3","18","1","3","1475645","982794","3","1"
"31721299","0","29","1","3","1638","1517","2","342"
"30993850","1","51","2","4","441006","223900","5","721"
"32699488","-1","61","1","1","458929","357739","4","554"
"30880302","0","23","2","0","107674","56886","4","30"
"31811120","0","27","0","3","1126005","982794","4","214"
"30437624","0","83","1","4","1158587","982794","5","40"
"31209965","0","45","1","0","2882743","982794","4","23"
"30443174","1","55","1","1","961458","960372","2","6"
"30660168","0","97","0","1","1028358","960372","5","8"
"31882375","1","60","1","2","1405480","871812","5","1220"
"32772658","0","15","0","1","1277550","982794","5","77"
"31500129","0","10","3","0","189925","133970","5","3"
"30873309","1","187","1","0","29029","29029","1","15"
"32770743","1","28","1","3","956955","871812","3","6"
"30611761","0","77","1","0","966122","960372","4","20"
"31048889","0","35","2","1","916102","474012","5","104"
"32057955","1","37","1","2","983604","982794","2","3415"
"31170466","4","329","3","7","671421","385333","3","1026"
"30527963","1","43","1","0","203","132","2","62"
"31881339","0","33","0","0","898756","871812","5","12147"
"32685954","0","7","0","0","56194","45143","2","66"
"31096732","0","66","1","1","49702","44978","2","8"
"32045930","0","46","0","3","750572","750572","1","61"
"32158599","2","64","1","2","625824","495141","3","42"
"32052877","1","14","0","0","831061","831061","1","70"
"31122059","1","130","2","5","831945","831061","3","2154"
"32771779","2","45","4","7","205860","198876","3","75678"
"29985677","0","49","1","2","1456942","982794","3","2446"
"32667500","4","97","0","7","6344","6114","2","1811"
"30323026","0","119","1","0","1003052","982794","4","16"
"31908999","0","31","1","4","13535","13535","1","5"
"32252914","0","16","2","3","912276","831061","2","18"
"30993521","1","71","1","0","355114","198876","4","8"
"32325314","1","31","1","2","754585","750572","4","444"
"31210117","0","48","2","1","47071","33158","2","1"
"30540681","0","111","2","0","275890","223900","5","453"
"30637724","5","86","2","5","2479479","982794","4","26"
"30358815","0","29","3","3","223900","223900","1","346"
"31090564","1","37","2","2","116218","113858","4","4613"
"32494671","0","6","0","0","982902","982794","3","139"
"30141160","1","26","1","0","335632","302267","3","202"
"31283058","0","41","0","6","462202","302267","5","1"
"31755520","0","84","2","7","511328","474012","4","5280"
"31981940","2","60","1","0","988193","982794","2","70"
"31100651","0","500","1","0","4898","4052","2","10"
"30058395","1","66","1","2","922353","831061","3","29"
"31824176","1","103","2","2","965693","960372","3","18"
"31644105","0","40","1","0","3666","2278","3","304"
"32415928","1","54","1","3","21152","11190","3","18"
"31534639","0","16","1","0","56286","22587","4","8"
"31286802","-2","73","1","0","137724","133112","3","3"
"32711004","1","45","1","0","47148","35056","2","3236"
"30718803","0","33","2","4","1091544","960372","2","904"
"30795488","0","415","5","2","480950","474012","2","1027"
"31125294","0","683","1","2","800241","750572","5","1"
"30870487","0","114","2","20","973237","871812","4","1658"
"30977354","0","51","1","3","377239","347308","5","3"
"31717046","2","60","1","5","857421","831061","3","2832"
"32456197","0","23","0","1","833406","831061","2","303"
"32794032","1","33","0","0","1251590","831061","5","6"
"32504495","-1","38","1","0","94","65","2","1"
"31789446","1","56","2","0","113858","113858","1","40"
"31530895","0","94","1","0","446956","223900","5","78"
"30956996","0","31","1","0","242212","220865","3","2039"
"30722547","1","138","3","2","1252304","831061","3","558"
"30729397","0","15","1","0","868976","831061","3","69"
"31546003","0","74","1","0","43059","21545","5","1"
"32390996","1","39","2","0","62133","53193","2","1067"
"32746793","0","33","1","0","167217","78436","4","1"
"31106442","0","136","1","3","35146","28351","2","3"
"31970576","0","94","1","2","145672","75582","4","2182"
"31860701","0","88","2","5","767399","750572","2","13"
"31958574","0","43","0","1","1553444","675365","5","1"
"30273451","0","47","1","0","377","366","2","349"
"32278845","1","39","1","0","545863","495141","3","6"
"32601538","2","50","2","0","357739","357739","1","1483"
"32489387","0","56","1","2","408825","407384","2","4"
"30576147","-1","51","1","0","992799","960372","5","3"
"32830557","0","39","1","0","1049626","982794","5","1"
"32838552","1","12","1","0","193387","112172","2","33"
"30104864","0","51","0","7","1022673","675365","2","657"
"32083786","2","71","1","13","425882","407384","2","47"
"31238793","0","48","2","0","496637","495141","3","145"
"32522288","0","16","0","2","580930","272969","3","71"
"32740679","0","31","0","2","711046","675365","2","49"
"30379173","0","11","2","0","72024","59436","2","1330"
"30092862","0","45","0","1","29029","29029","1","47"
"30504892","0","141","0","26","1710944","960372","2","21"
"31553491","0","301","1","1","60600","56886","2","44"
"30024435","1","44","0","2","20982","13535","2","2181"
"32633583","0","24","1","3","983529","960372","3","27"
"30470966","0","163","1","1","751831","750572","2","523"
"30008557","1","68","5","1","660006","357739","2","6"
"31795019","3","15","1","0","148861","56886","4","25"
"30882996","0","29","0","2","833173","831061","2","49"
"31932102","-1","22","1","1","12352","12352","1","291"
"32483814","0","9","1","0","22432","22031","2","2504"
"32804626","3","44","3","5","1134785","960372","3","21"
"32454402","1","46","0","0","2310482","982794","5","32"
"31584477","0","21","1","0","960372","960372","1","1"
"30374659","-1","389","3","0","34028","23706","5","104"
"31219652","0","44","3","1","155850","112172","2","99"
"31626432","-3","42","2","0","1151429","750572","4","3"
"30639553","0","52","1","4","772455","750572","2","137"
"32651376","1","71","2","11","972433","960372","2","27"
"31179901","-1","30","1","0","113858","113858","1","54"
"32449347","1","43","1","1","8869","7060","2","92"
"30129796","8","79","1","0","960372","960372","1","44921"
"31737727","0","69","1","0","373814","223900","5","194"
"30899163","2","753","2","3","964433","960372","3","83"
"30431951","0","17","0","1","1203080","831061","4","54"
"30649088","0","435","1","6","87077","81215","3","5"
"32144184","-1","42","3","0","859612","474012","3","47"
"32088555","0","28","2","7","970441","960372","4","15"
"32284470","0","41","3","1","961006","960372","2","21"
"31648994","1","104","0","7","935999","675365","4","326"
"31531270","1","79","1","0","4877","2742","3","26"
"30539184","0","42","1","2","84031","82201","3","280"
"32590340","-2","29","1","2","484952","302267","3","1"
"31756754","1","24","1","0","117378","87096","3","26"
"31045406","1","100","2","0","1370456","831061","4","6"
"30656908","0","48","1","0","7378","6207","2","24"
"29996300","0","22","0","0","891157","871812","4","8713"
"32482580","0","19","0","0","819837","675365","3","67"
"32497050","0","32","2","0","469857","302267","3","38"
"31616531","1","32","2","4","173349","131172","3","1208"
"31684451","0","44","0","2","138252","120944","3","1"
"30833885","0","20","1","1","687339","675365","4","5"
"31330220","0","83","1","0","927614","871812","4","2258"
"30615494","-1","238","1","0","498464","495141","2","9"
"32423264","0","93","3","1","153999","87096","3","326"
"30370004","0","153","3","4","933969","871812","3","13"
"30152867","-1","64","1","4","304024","302267","2","63"
"31352993","0","31","1","0","754303","750572","2","316"
"30468733","-1","26","2","2","1322770","831061","3","16"
"30712969","0","56","2","2","3464","3464","1","15"
"32503945","2","32","1","4","671972","495141","3","221"
"30427319","0","37","2","0","448837","385333","2","916"
"31055318","0","58","0","3","136301","125704","3","1"
"30436745","2","67","2","4","416262","407384","2","782"
"30604814","0","41","1","3","831061","831061","1","91"
"32091858","0","106","2","1","1634286","871812","5","129"
"32087344","1","39","1","1","771","765","2","6"
"31486332","0","27","0","1","85024","62419","3","75678"
"30167686","0","44","0","0","311472","272969","3","91"
"30717483","0","145","1","5","17368","16686","2","125"
"30024658","0","56","1","2","21483","11984","2","53"
"31605115","0","36","2","0","504909","495141","3","9185"
"31648444","6","1355","1","3","72993","63504","3","425"
"30936392","0","23","1","1","28735","15694","2","1"
"30934620","0","37","1","0","37485","37476","2","71"
"30894978","1","20","0","4","166852","78436","3","659"
"30046988","1","739","2","2","771940","750572","4","9"
"32260588","1","111","1","0","612080","385333","5","23"
"30306057","0","25","1","7","16386","16386","1","554"
"30882074","0","59","0","1","983934","982794","2","59"
"30864762","0","9","1","0","53193","53193","1","6"
"30789256","2","102","1","3","14002","12661","2","195"
"30744221","2","41","1","1","442214","198876","3","148"
"30614240","1","431","1","0","17068","16686","3","171"
"31057090","0","56","1","1","10077","10077","1","74"
"30429091","0","364","1","1","376702","223900","3","17157"
"30179448","0","34","2","3","7885","7885","1","6"
"30014121","1","196","1","0","509339","495141","2","339"
"32366310","1","31","1","0","87265","63504","2","3184"
"30628180","0","202","1","0","765387","750572","4","430"
"31533860","0","13","0","1","2025","1935","3","1"
"30846571","0","34","2","3","225772","223900","2","345"
"32219174","0","57","2","2","663263","385333","3","56"
"31210108","0","14","1","0","751604","750572","2","709"
"32115788","0","85","1","0","773877","750572","4","3"
"30105339","1","36","1","0","1658159","982794","2","116"
"30300146","1","32","2","0","1134514","982794","4","4272"
"30282834","0","59","3","3","984048","960372","4","184"
"30151974","1","101","1","1","780061","750572","4","188"
"32245769","1","55","1","0","1713126","960372","3","34"
"32794109","1","23","1","8","1456806","982794","2","3298"
"32343605","0","34","1","0","172567","133112","3","2526"
"31388496","0","41","0","3","1584844","982794","3","1"
"30032312","1","86","1","1","1103738","982794","2","8"
"31371184","0","23","2","3","1053457","675365","5","69"
"30920680","0","21","1","3","173936","113858","4","1744"
"30264643","-1","105","1","2","1033466","871812","4","740"
"30281955","1","286","1","2","458697","407384","4","18"
"30266415","0","79","3","1","962611","960372","3","137"
"31501165","0","28","0","0","750572","750572","1","139"
"32099512","2","51","1","1","749986","385333","4","456"
"32077182","1","68","2","0","680709","385333","5","22"
"32059870","0","33","0","0","753944","750572","3","17376"
"31922753","-1","14","1","0","83576","63504","2","1"
"30903525","4","82","0","13","121919","113858","3","28"
"30886213","1","74","1","0","973159","960372","3","53"
"31140107","0","58","1","4","999378","960372","3","1"
"32810385","0","67","1","1","1003969","831061","5","1494"
"32357545","1","51","3","0","600023","495141","3","14694"
"31810084","0","40","2","8","1188800","831061","2","204"
"31357244","1","162","2","1","855880","831061","4","528"
"31785418","0","60","4","2","821320","474012","2","45"
"32220946","0","48","0","0","994936","871812","3","11"
"31184406","0","36","1","0","770438","750572","4","11"
"31041378","1","20","0","4","887947","831061","2","825"
"30588538","0","42","2","5","144921","133112","2","200"
"31954884","1","48","0","8","879029","750572","4","332"
"31517584","1","79","3","2","821320","474012","2","119"
"32083093","0","64","1","0","686482","385333","3","60"
"30153746","0","191","1","0","7328","7328","1","309"
"30629952","0","14","0","0","61725","33266","5","122"
"32519657","0","33","1","0","1054451","831061","4","524"
"32802874","2","33","2","0","56041","53193","2","106"
"31662948","0","13","1","4","404134","302267","2","117"
"30896014","-4","35","2","3","1113966","982794","2","23"
"30558179","1","184","0","0","772494","750572","3","163"
"31775617","0","29","0","0","59478","59436","2","40"
"32842516","1","53","0","4","2485600","982794","5","102"
"31625078","0","82","0","0","1097646","871812","5","685"
"32335215","0","22","1","0","526258","495141","3","1"
"32214517","0","33","0","2","148","148","1","350"
"32317903","1","19","0","0","75105","63504","2","6"
"32073810","0","46","0","3","894658","831061","5","2628"
"30580509","0","42","1","1","43678","43678","1","154"
"32535040","1","24","1","5","169212","87423","5","46"
"31664720","2","39","3","2","982794","982794","1","3362"
"32333443","0","30","1","1","770591","385333","5","54"
"30006610","1","35","1","1","94323","48219","4","6"
"31653124","3","44","0","3","880368","871812","3","16"
"30794729","1","42","2","2","3364","2093","3","59"
"30300584","1","104","0","3","1005585","982794","4","858"
"31127641","2","112","2","2","261","261","1","4277"
"31907018","1","132","2","3","417773","407384","3","12"
"32627317","0","36","0","3","54119","54119","1","1"
"32757584","1","27","1","1","2884","1441","3","2776"
"32063062","0","21","0","2","1100525","982794","3","324"
"32851281","2","75","1","0","722168","675365","2","13"
"32783361","0","85","1","8","1225514","960372","3","2040"
"31453517","0","109","2","4","839760","831061","3","88"
"31447944","-1","32","1","3","1013023","871812","4","6"
"30670871","1","40","1","9","449443","302267","2","2746"
"30778508","0","45","0","7","971616","960372","2","1"
"30163390","0","13","0","0","5686","5686","1","1"
"32845708","0","10","1","0","91588","91588","1","1470"
"32000715","0","54","0","0","509339","495141","2","1"
"32670151","0","35","0","3","497493","495141","2","1471"
"32614774","1","17","1","0","840389","831061","2","6"
"30218767","2","39","3","0","134635","131172","2","475"
"30286687","0","158","1","0","1029483","960372","4","38"
"32231649","0","36","1","2","166906","78436","4","1"
"32451760","0","48","1","2","60207","36472","3","619"
"32678180","1","16","2","0","924246","675365","4","8"
"30164449","2","117","1","0","13929","13929","1","70"
"31503321","0","88","1","3","889717","871812","5","1"
"32512387","1","41","1","3","571415","407384","3","21"
"30434364","0","75","2","0","499865","495141","4","66"
"30502284","2","69","1","4","498605","495141","2","23"
"30947095","0","38","1","4","556655","495141","4","321"
"32113925","0","45","1","4","115784","113858","2","66"
"30936272","1","63","0","0","1262521","982794","5","11"
"31498807","0","46","0","1","887698","871812","4","104"
"30489741","0","56","1","1","1086030","960372","4","119"
"32552427","1","48","1","0","17847","13535","5","562"
"32733557","0","32","1","3","831061","831061","1","64"
"30457730","0","182","1","1","1405791","982794","4","251"
"30951609","2","172","1","3","2494","1605","2","918"
"32005229","-1","42","1","0","1201781","831061","3","2"
"32338550","-2","24","1","2","831061","831061","1","103"
"30744041","0","65","1","7","266","266","1","92"
"30773994","0","15","0","2","1555459","982794","3","93"
"31954366","0","30","1","2","1138709","982794","2","83"
"30105557","-4","61","1","2","972356","960372","3","20"
"31941823","0","17","0","1","133328","113858","3","195"
"32107616","0","29","2","3","518172","495141","4","141"
"32220826","1","20","1","0","1067640","960372","4","216"
"31656571","0","43","2","3","84695","78436","2","127"
"30507534","0","394","1","5","477838","385333","2","2461"
"31178029","6","1906","3","6","1715508","960372","3","149"
"31562213","-2","89","1","5","873332","871812","2","8"
"31408963","0","104","0","2","4258","2388","2","12"
"30458789","0","57","1","3","831061","831061","1","8"
"32806727","0","11","0","0","1233204","750572","4","1"
"31217010","0","34","0","0","753184","750572","3","437"
"31729741","2","67","1","2","997848","960372","2","14"
"32293996","0","38","1","2","983941","960372","4","8"
"31887505","0","15","1","6","982794","982794","1","3"
"31291239","1","45","1","0","124712","120944","3","16"
"32732498","-1","16","1","1","27046","27046","1","14"
"30556602","0","29","0","9","933851","871812","2","76"
"31222583","2","178","1","0","387483","385333","5","2407"
"30665298","0","55","1","1","355170","272969","2","4"
"31227097","0","157","1","0","1711197","960372","3","13"
"30158140","2","233","0","1","393267","385333","3","24"
"31774295","12","152","2","4","362950","223900","5","315"
"32402692","0","30","0","3","1123966","960372","4","535"
"32841194","2","53","4","4","2132171","982794","3","46"
"29992347","1","109","1","0","228380","223900","3","52"
"32044210","-5","61","1","4","935787","871812","3","3"
"30187815","0","375","1","2","453413","385333","5","86"
"32826856","1","19","1","0","504644","495141","4","171"
"31261564","0","23","0","2","1713171","960372","3","33"
"32069371","1","27","1","2","233325","125704","3","20"
"30621803","1","385","1","3","1764889","982794","5","440"
"31610222","2","31","2","0","126567","113858","3","62"
"30566426","1","59","1","0","16827","16827","1","304"
"30032387","2","104","3","0","182715","131172","3","115"
"31906357","1","30","2","0","372647","223900","3","1210"
"31236921","4","89","2","4","1116287","960372","2","97"
"30932757","0","99","1","0","15276","7822","3","6"
"30915084","0","25","1","0","40341","13535","5","21"
"31546816","1","71","2","0","4219","3726","2","720"
"32182581","0","64","0","12","3936","3936","1","189"
"32520416","1","44","1","0","873956","871812","2","345"
"30940786","4","45","1","2","526741","302267","4","38"
"30769743","0","19","0","0","11671","11525","2","69"
"32689003","0","25","0","0","972940","960372","4","1"
"32836943","1","60","2","0","2503395","982794","5","110"
"31543361","2","38","1","0","963340","960372","3","65"
"32227135","2","42","0","1","1035939","831061","4","11"
"30827576","3","228","1","0","750572","750572","1","1183"
"30882953","0","37","1","0","511894","407384","5","1631"
"32018508","-3","53","1","2","460419","244979","5","214"
"31191308","-2","81","2","6","1249844","871812","5","191"
"31817790","0","73","1","2","117084","113858","2","3"
"32270630","1","39","2","2","302267","302267","1","4674"
"31886446","0","21","0","0","6439","5444","4","1"
"32625597","1","57","3","3","495141","495141","1","10"
"32556941","1","69","1","3","491499","407384","4","36"
"31836642","0","19","0","0","509339","495141","2","923"
"32426058","4","123","1","11","625903","407384","4","1466"
"32201974","-2","15","1","6","871812","871812","1","1"
"32462583","2","91","1","5","528","410","2","50"
"31793147","1","56","0","2","700859","675365","2","113"
"31272387","1","99","1","0","1749236","960372","3","85"
"30819547","9","178","1","0","437631","407384","4","27219"
"29986038","1","127","2","2","245030","131172","2","4189"
"32695237","0","22","0","3","752879","750572","2","8"
"31341366","1","114","1","3","201449","198876","3","56"
"32478243","0","36","0","3","885019","871812","2","1"
"31626280","-1","30","2","2","1416371","831061","4","11"
"30628037","0","262","1","0","981735","960372","2","1"
"31125769","-1","50","1","1","779248","750572","3","1"
"31509953","0","103","1","4","5094","4052","3","1"
"31179749","-1","85","1","1","14373","7447","3","25"
"30397103","2","212","1","0","882869","871812","4","13"
"31025102","0","44","1","4","347308","347308","1","491"
"32794507","0","39","0","0","103842","98653","3","2525"
"31739490","-3","119","1","4","34930","33587","2","171"
"30124732","0","18","0","1","41018","14975","4","129"
"30958241","-2","65","2","0","495141","495141","1","1"
"31228156","0","26","1","1","1034410","960372","5","31"
"32237222","0","33","1","0","1710944","960372","2","149"
"32297113","0","27","1","0","1108328","960372","5","817"
"31858611","1","17","0","0","917754","831061","3","896"
"31523893","0","29","0","0","125010","87096","5","1"
"31576814","1","64","1","0","385429","385333","2","176"
"30346240","1","43","1","0","337858","131172","5","13"
"30789654","-1","70","1","5","190157","133970","4","387"
"30976695","0","110","0","1","573296","385333","4","56"
"32413440","0","157","1","1","1086102","982794","4","2291"
"32526650","0","19","1","1","560039","495141","3","364"
"32075605","4","155","1","1","133225","133112","2","1134"
"30129246","0","26","0","0","880177","831061","5","33"
"32743644","1","18","1","1","38853","20916","3","50"
"30459450","2","84","4","4","218550","198876","2","36"
"30008405","0","58","2","2","32859","25494","3","1037"
"30076325","0","43","0","0","1063810","960372","5","117"
"31347277","0","52","1","0","1047584","960372","4","3"
"31350792","0","91","1","9","821320","474012","2","50"
"30749614","2","1180","1","3","35146","28351","2","321"
"30234427","1","35","2","1","302267","302267","1","130"
"30618611","0","62","4","1","1804114","982794","3","19"
"31922017","0","26","0","4","1103018","960372","4","3"
"30966608","0","101","2","2","1746515","960372","5","304"
"32419749","1","17","0","0","3680","2992","3","6"
"31065142","0","151","1","0","7972","7060","4","590"
"30468876","1","40","1","3","1457388","960372","3","75678"
"32120159","0","66","2","0","139519","91235","3","11"
"32685811","1","27","1","1","1478803","982794","3","8"
"30680958","2","158","3","2","753278","750572","3","122"
"32848825","1","36","0","0","752610","750572","4","571"
"30288407","1","25","1","3","1499241","871812","4","168"
"32202755","0","49","1","7","1730748","960372","3","1"
"31464002","0","18","0","0","2287867","982794","3","16"
"30574057","0","24","2","2","59436","59436","1","109"
"31651043","1","77","1","0","926293","831061","3","139"
"31784382","1","67","1","3","1918","1706","3","411"
"30505401","1","65","1","0","407384","407384","1","131"
"32671871","-1","65","2","2","1758956","960372","4","4"
"30911892","0","26","1","0","660006","357739","2","1"
"32242795","0","61","1","4","626732","474012","4","3"
"30564631","-1","33","2","0","78436","78436","1","4"
"32089545","0","55","2","0","219688","131172","3","76"
"32536076","-3","31","1","2","659528","385333","4","51"
"32797624","0","34","1","4","17280","17210","2","1219"
"30022345","0","201","3","4","2135030","982794","5","1"
"30690384","1","36","1","0","62651","62651","1","48"
"30582086","0","38","1","0","526798","495141","3","186"
"32198241","1","71","0","5","1046790","960372","4","6"
"30786139","0","37","1","0","1692406","982794","5","31"
"32129585","0","26","0","4","1658159","982794","2","1"
