Id,postScore,views,answers,comments,totalTagCount,maxTagCount,numTags,ownerRep
"32580765","7","107","4","0","7512","5951","2","120"
"32114128","1","80","1","3","910","910","1","6"
"32774536","1","45","0","6","73395","48492","3","16"
"31934057","0","25","0","2","26326","23982","4","1"
"32645966","0","47","1","0","20981","20330","3","5140"
"32615232","0","15","0","1","80039","48492","4","26"
"31875540","0","78","5","4","32595","20330","4","144"
"32707938","0","21","1","0","40249","38161","5","119"
"32807185","0","171","1","2","33204","32646","4","116"
"32584641","0","42","1","0","596","596","1","33"
"32515985","0","56","1","0","15964","15573","4","656"
"32695770","1","62","1","0","99106","48492","4","293"
"32212339","0","26","2","0","38161","38161","1","74"
"32321696","1","38","2","2","48492","48492","1","2936"
"32339008","1","41","1","0","378","247","3","129"
"32548116","0","23","0","10","41568","38161","3","4"
"32390352","0","14","1","0","32776","32646","3","181"
"32616772","1","42","2","3","312","186","2","6"
"32634084","0","23","1","1","5350","4778","3","53"
"32259724","0","35","1","2","13895","13544","2","23"
"32052156","2","41","3","0","2003","1464","2","59"
"31855577","0","38","1","5","14653","13544","3","51"
"32115382","0","30","0","0","33808","32646","3","1405"
"32501481","2","59","5","2","31161","31161","1","34"
"31952909","0","8","0","1","449","449","1","66"
"32841795","0","44","1","1","4293","2372","2","329"
"32016135","0","54","0","2","25125","24099","3","1"
"32162910","-6","48","2","2","6736","6667","2","76"
"32290083","2","57","1","0","15924","12782","4","18"
"32179329","0","69","1","0","36390","29055","4","20"
"32753623","0","34","1","1","187","101","2","1"
"31836350","0","22","1","0","51794","48492","4","6915"
"32779216","2","101","1","0","62071","32646","5","123"
"32361072","0","22","1","2","4818","4313","4","39"
"32631462","0","82","0","2","14535","13544","4","211"
"32253358","1","52","0","3","33720","29055","3","576"
"31941531","1","57","2","5","16493","7521","3","102"
"32678518","0","36","1","0","34588","31161","3","5083"
"32013596","0","39","0","1","1736","1613","3","1"
"32167905","2","125","0","0","64209","29055","5","39"
"32552089","1","37","3","2","37238","21665","2","745"
"32438879","0","21","0","2","303","238","2","111"
"31769443","1","17","1","2","8904","7531","2","7"
"32207945","0","22","1","0","13211","12782","2","3536"
"32475464","0","15","1","0","1921","1921","1","498"
"32665299","0","42","0","0","34728","32646","2","498"
"32488683","4","66","5","3","38291","29055","3","139"
"32556603","1","62","0","7","34676","31161","5","2110"
"32126806","1","25","0","4","31161","31161","1","151"
"32520018","0","26","3","1","6667","6667","1","220"
"32444129","1","47","2","1","7387","7387","1","50"
"32135834","1","13","0","0","1002","936","2","6"
"31779207","0","62","1","3","19653","15573","3","1"
"32018110","1","59","0","4","71209","38161","4","85"
"32638478","0","221","1","0","32243","20330","4","10"
"32783023","0","31","1","3","77547","48492","2","197"
"32262263","0","117","0","1","1468","1440","2","1"
"31892417","1","57","1","3","12470","7521","4","23"
"32800756","0","31","2","1","6148","4346","3","424"
"31823761","1","68","1","0","5495","3237","4","35"
"31774693","1","29","1","0","3516","2278","3","58"
"32022624","0","21","1","0","4264","1696","5","1"
"32751688","0","37","1","2","234","220","3","915"
"32402294","1","56","1","14","38119","23982","3","25"
"32144539","0","26","0","4","93","47","4","1"
"32357740","3","83","1","0","9957","7521","5","887"
"32777390","1","57","0","0","85765","48492","4","349"
"32700765","0","52","1","8","32646","32646","1","22336"
"32107954","1","13","1","0","3749","2744","3","579"
"31981525","0","153","1","6","31023","20330","3","1"
"32453217","-1","91","1","1","50131","48492","4","8"
"32082252","2","31","0","1","29055","29055","1","11"
"32263382","1","95","1","8","38311","29055","3","17"
"32118837","1","130","1","0","2037","2012","3","346"
"32877381","0","60","1","3","33266","20330","4","1"
"32232047","0","84","2","0","48692","48492","3","38"
"32443393","2","64","1","1","4678","4331","2","73"
"31855832","0","89","2","1","29513","29055","2","1817"
"31924488","1","48","1","0","29690","24099","4","11"
"32664180","0","29","3","4","24099","24099","1","91"
"32116982","0","31","1","1","583","467","2","26"
"32276601","0","87","2","4","9393","9232","2","8854"
"32764171","0","44","1","0","377","330","2","48"
"32069033","1","25","1","1","63014","48492","4","82"
"32000377","0","61","2","0","12449","10685","2","57"
"32832827","0","13","0","4","32037","31161","2","131"
"32003772","0","32","0","2","35403","32646","4","913"
"32550970","0","17","1","0","154","154","1","125"
"31887167","0","32","1","9","44935","31161","3","31"
"32719617","2","42","0","0","1260","711","3","11"
"31799659","0","54","1","0","966","685","2","3170"
"32689401","0","15","0","2","26455","23982","4","11"
"32576191","-1","50","1","8","29055","29055","1","1"
"31780326","0","241","1","2","27489","23982","3","46"
"32668694","0","27","0","0","28197","20330","4","3"
"32372078","0","104","1","6","13973","13544","4","86"
"31856951","0","54","0","4","34271","29055","4","253"
"31870170","3","102","1","5","40686","38161","4","3911"
"31836244","0","62","0","4","72972","48492","3","1182"
"31759619","0","39","1","2","33825","32646","3","1"
"31970161","1","38","1","3","34929","20330","5","679"
"32858529","2","50","1","2","13427","12782","3","25"
"32287965","0","34","1","1","57396","48492","3","924"
"32075883","0","31","1","0","976","857","2","341"
"32830972","0","35","1","6","11895","9232","3","15"
"31922633","2","29","1","5","25708","24099","2","51"
"31943340","0","51","2","1","37238","21665","2","4"
"32238161","1","87","0","4","7899","4331","3","6"
"32421882","1","91","1","0","40535","29055","4","6"
"32732100","1","58","2","4","39657","32646","3","4"
"32279260","0","11","0","1","3683","2759","4","1"
"32413177","0","23","1","0","38292","21665","3","8"
"32866017","0","27","1","3","16980","13544","2","24"
"32401175","0","32","0","0","3551","2658","4","6"
"32851679","0","25","0","0","33022","32646","2","30"
"32518899","1","29","1","2","7490","4778","2","6"
"32323010","0","19","2","2","49355","48492","3","247"
"32648302","0","33","1","0","31609","20330","3","180"
"32505680","0","33","1","0","31265","29055","3","52"
"32639597","0","13","1","1","71","47","2","25"
"32189093","0","15","0","0","27094","24099","3","1"
"32056550","0","5","0","0","1025","1025","1","1"
"32426396","1","40","3","0","38312","31161","2","12"
"32225678","0","79","2","0","477","477","1","71"
"32861503","1","85","1","0","34538","32646","3","66"
"32175874","0","36","0","5","2043","1561","3","2"
"32789392","0","30","2","0","86690","48492","4","3"
"32024960","0","62","1","2","3753","2278","5","99"
"32066059","0","44","1","1","111660","48492","5","86"
"32083371","0","16","0","0","874","874","1","1"
"32757802","2","131","3","16","72240","38161","3","15"
"32158877","0","31","2","2","4477","4346","2","3"
"32452098","0","14","1","1","325","325","1","9"
"32346376","1","51","1","0","13223","12782","3","774"
"32459586","0","21","0","0","416","298","4","1308"
"32019965","0","24","2","0","223","183","2","1"
"32212459","-1","55","2","5","101318","48492","3","6"
"32852160","0","16","0","0","8918","7531","3","98"
"32038358","0","21","2","0","34370","23982","3","47"
"32630110","0","39","0","6","2877","2178","3","1"
"32257808","0","51","1","2","31519","20330","3","35"
"31964086","0","12","0","0","13250","13246","2","1"
"32017651","0","24","2","3","407","407","1","3"
"31814291","5","114","3","3","5951","5951","1","34"
"32383501","0","31","3","0","33857","29055","4","703"
"32444806","0","29","2","0","10497","7531","4","2935"
"32249584","-1","57","3","3","3746","1494","3","1"
"32569778","-1","33","1","0","2013","1464","3","6"
"32511404","-3","39","1","5","12397","7151","4","1"
"31828231","0","23","1","1","33883","29055","3","1"
"32730854","-1","37","1","1","26531","24099","4","19"
"32657804","1","67","2","5","16071","12782","4","10"
"32150111","0","47","1","7","17422","7090","4","5"
"32637097","1","19","2","0","50630","48492","3","356"
"32539748","0","43","0","2","23105","20330","5","34"
"32557060","-3","25","1","2","39776","38161","3","1"
"32257307","0","52","1","0","77","48","2","6"
"32121767","12","443","1","0","11508","10685","3","5280"
"31943880","1","67","1","0","165","165","1","6"
"32497464","4","86","1","0","43227","38161","4","56"
"31957033","0","106","1","0","3316","3237","2","76"
"31884584","0","29","1","3","2712","2712","1","4"
"32037757","1","34","0","6","13733","12782","5","1342"
"32281572","2","67","1","1","31810","20330","4","47"
"31853518","0","51","0","1","33426","31161","4","8"
"32832969","1","51","1","3","58731","48492","5","2165"
"31887378","-2","65","3","9","39708","38161","4","57"
"32392326","2","32","2","3","28835","24099","2","2529"
"31839578","5","123","1","0","7030","6986","2","3329"
"32200533","3","57","4","0","7387","7387","1","127"
"31995338","0","23","1","3","52826","31161","2","11"
"32489861","0","99","0","0","27103","20330","5","1"
"32847224","0","14","1","0","33354","32646","4","2056"
"32515984","1","27","0","4","48992","48492","4","133"
"32267317","0","35","3","6","24099","24099","1","34"
"32313245","-1","45","1","1","29432","20330","3","80"
"32116838","0","82","2","2","28869","20330","5","61"
"32810055","0","31","1","3","46343","38161","4","166"
"32679696","0","13","1","0","313","313","1","21"
"32822959","0","7","0","0","71903","38161","4","35"
"32798173","1","32","0","3","80066","48492","4","66"
"32876839","0","31","1","0","49943","48492","2","35"
"31991093","0","31","1","9","8218","7521","2","161"
"32699301","-1","30","1","4","17857","13544","2","40"
"31790527","0","21","0","0","217","172","3","570"
"31855390","-6","93","3","2","85900","38161","5","315"
"32534567","1","33","0","2","56948","31161","4","333"
"31841636","1","37","1","1","401","235","4","434"
"31909270","0","20","0","1","187","149","2","6"
"32036835","0","66","1","1","50823","38161","5","196"
"31858161","0","46","3","2","16333","12782","4","1"
"32410059","0","12","0","2","25988","24099","3","56"
"32792322","0","13","1","0","32646","32646","1","428"
"32636562","0","23","2","4","72267","38161","5","10"
"32467969","2","57","1","0","2766","2178","3","36"
"32862163","2","19","2","1","8218","7521","2","19"
"31872101","1","32","0","1","281","233","2","869"
"32517856","0","20","1","0","772","770","2","24"
"31912327","0","44","1","4","32532","31161","3","164"
"32117559","0","32","1","1","3040","2496","4","480"
"32587511","0","31","1","4","73623","38161","4","161"
"31974096","0","31","0","1","72","56","2","6"
"32698451","1","50","2","0","196","168","2","21409"
"32547050","0","19","0","2","35794","31161","3","1733"
"32241632","3","351","1","5","969","757","3","513"
"32520913","0","30","1","2","28311","23982","4","38"
"31793621","0","46","1","0","53001","38161","4","46"
"32215209","0","28","0","1","8904","7531","2","571"
"31858447","0","97","1","0","502","491","2","6214"
"32436482","0","14","0","0","36783","29055","3","322"
"32445705","0","55","1","0","24762","24099","3","1847"
"32355758","0","22","3","0","21861","21665","2","410"
"32827118","0","12","1","0","13600","13544","2","53"
"32713977","0","42","0","6","55219","31161","3","91"
"31762870","1","87","1","0","979","631","3","9"
"32645922","0","23","1","0","4468","2744","5","311"
"31810083","0","29","2","0","54423","38161","4","39"
"31783239","1","89","1","0","31108","29055","3","34"
"32683775","1","13","1","0","40231","38161","2","8"
"32368662","0","7","1","0","683","490","2","490"
"31775287","2","45","1","2","7919","7387","3","24"
"32631982","0","11","1","0","19","19","1","6799"
"31987249","0","54","2","0","11837","9232","4","260"
"32765899","0","47","4","2","14473","7151","4","16"
"32681989","1","45","2","3","13815","7521","5","444"
"32326999","0","32","1","2","32822","31161","4","3"
"32502579","2","47","3","3","38811","38161","2","19"
"32073403","1","39","1","0","4177","3237","5","8"
"31844693","0","41","1","2","691","563","3","3"
"32370434","7","186","2","6","14229","12782","4","340"
"32841794","0","30","3","0","41624","21665","4","524"
"31953426","0","35","0","1","41065","31161","4","306"
"32020024","12","2849","2","0","4244","3268","3","1605"
"32859106","0","30","1","0","11894","5951","5","3"
"32871824","1","45","0","4","37667","31161","3","26"
"31983456","0","13","1","0","2712","2712","1","1"
"32778067","0","33","1","3","305","210","2","1"
"31889164","0","59","1","1","53993","24099","4","119"
"32023081","2","53","1","3","35485","29055","4","909"
"31802821","-1","41","1","2","33361","32646","4","305"
"31823528","0","42","0","1","94","94","1","3"
"31976778","1","23","1","6","24222","24099","3","6"
"32243178","0","58","0","3","1078","936","5","1655"
"31986204","0","21","0","1","36202","32646","3","1"
"31916031","1","29","0","0","2964","2435","4","58"
"31968892","0","88","1","4","749","393","3","1"
"32232295","6","119","1","7","14114","12782","3","1367"
"32105866","2","71","2","4","15206","9232","2","147"
"32681342","0","39","0","1","2967","2278","5","1"
"32109261","-1","62","2","6","27969","24099","3","33"
"32239783","0","21","1","0","12520","7521","3","85"
"32722441","1","35","2","2","56367","48492","3","25"
"32119085","-7","31","1","0","72983","38161","3","1"
"31953014","-1","45","1","0","864","864","1","379"
"32851529","0","58","2","4","38972","38161","4","23"
"31932307","2","49","1","3","13117","12782","3","88"
"32279425","1","58","1","10","1505","1085","2","25"
"32668859","-1","55","1","0","7962","7531","3","162"
"31839804","0","7","0","1","1636","1636","1","1"
"31800162","0","57","1","0","86018","48492","3","177"
"32864748","1","29","2","0","50034","38161","4","84"
"31956409","0","29","1","15","33574","24099","4","80"
"32825106","1","57","3","1","40115","38161","3","7"
"32534942","0","76","1","0","51522","48492","4","146"
"32711896","0","28","0","4","24099","24099","1","1"
"32465888","0","30","0","1","587","338","2","26"
"32362419","-1","20","1","0","4245","3237","3","15"
"31900236","0","44","2","0","48492","48492","1","1865"
"32139875","1","27","1","0","32853","32646","3","36"
"32370809","0","94","3","0","40753","38161","3","46"
"32153815","-4","39","1","3","4979","4346","2","1"
"32094585","-4","129","3","2","14106","12782","2","13"
"32385064","0","24","1","1","2864","1716","3","10"
"31904750","1","42","1","8","44407","31161","2","22"
"32343650","0","17","1","0","581","581","1","6405"
"32451948","4","38","1","2","13594","13246","2","34"
"32705527","1","129","5","3","23549","20330","4","114"
"31919005","0","9","1","0","4463","4331","3","668"
"32140911","0","23","1","0","2967","1516","2","36"
"32470717","2","104","0","0","12220","7090","5","75"
"32854901","0","41","1","0","22851","20330","4","1"
"32646297","0","68","4","3","101282","38161","4","455"
"31791938","5","86","2","15","5968","5951","2","246"
"32222388","0","6","0","0","112","72","2","2127"
"32719467","0","43","0","2","89","89","1","4"
"32547425","0","40","1","6","44407","31161","2","86"
"31932224","0","49","2","4","7736","5951","3","2682"
"32375638","0","34","2","3","8948","4331","4","31"
"31890810","1","32","0","2","28448","24099","2","33"
"32652583","0","23","0","0","75910","48492","3","1"
"32692225","0","19","1","0","48606","48492","3","5682"
"32136082","0","151","0","2","318","259","2","11"
"31945128","0","50","2","14","6163","3451","2","658"
"32633814","0","31","0","3","31274","31161","2","461"
"32651126","-7","60","1","6","31251","31161","2","1"
"32823649","2","54","3","1","37707","20330","4","4490"
"32678285","2","63","1","8","13650","12782","4","93"
"31976463","1","72","1","6","28410","24099","5","26"
"32636871","0","36","1","1","24630","24099","4","62"
"31990718","-5","32","1","3","38161","38161","1","1"
"32412306","1","40","1","1","63","63","1","196"
"31874849","0","84","1","1","521","324","2","1781"
"31906522","0","80","0","9","28658","24099","4","1"
"32415363","1","33","0","3","7932","7387","3","508"
"32017877","1","54","2","0","94139","48492","3","139"
"32773364","0","26","1","1","35178","31161","4","106"
"32665066","1","52","0","2","8891","7090","3","89"
"32069198","0","48","1","2","35","35","1","16"
"32184031","0","51","1","1","38161","38161","1","113"
"32443558","1","152","1","8","33097","32646","3","46"
"32185803","1","101","3","4","39364","20330","4","247"
"32467660","0","26","1","4","886","880","2","187"
"32170091","0","15","0","0","2986","1195","4","1"
"32016841","4","45","1","2","3221","2744","2","21"
"32198286","1","41","1","4","26152","24099","2","7758"
"32496104","1","27","1","0","887","486","3","434"
"32749998","1","21","1","0","757","757","1","1457"
"32332203","1","47","0","1","985","788","3","136"
"32455005","0","61","2","2","39819","38161","3","131"
"32037210","0","49","1","0","2321","2300","2","234"
"32206676","2","44","1","0","74","74","1","11"
"32284675","1","40","0","3","39316","38161","5","591"
"31833435","0","16","0","0","144","88","3","1404"
"31989682","0","66","0","2","13085","10685","4","16"
"32340593","0","28","1","0","42994","38161","5","98"
"31972619","0","12","0","1","7521","7521","1","1261"
"32570087","1","32","0","1","7387","7387","1","6"
"32146178","0","32","1","4","10941","4778","3","1401"
"32393471","0","40","1","0","39568","38161","4","130"
"31878344","0","26","1","0","41118","21665","3","164"
"32862023","0","12","0","0","50250","48492","3","60"
"31854242","-1","66","2","1","3241","3241","1","11"
"31780557","0","35","1","0","25488","24099","5","85"
"32057502","0","89","1","2","9717","7521","4","63"
"32171880","3","32","1","3","38207","38161","2","347"
"32767748","-2","14","1","0","70807","38161","2","2235"
"31914474","0","46","0","0","2510","1225","4","754"
"32714887","8","47","2","5","21684","21665","2","20304"
"31866897","1","23","2","1","52992","31161","5","6"
"32170108","0","25","0","0","34753","32646","3","18"
"32714954","0","25","0","1","30127","24099","4","1"
"32508637","1","28","1","3","43137","38161","3","6"
"31988226","1","38","2","0","38368","38161","4","1053"
"31865192","1","65","2","0","1424","878","2","298"
"32645345","0","30","1","7","3313","2539","3","64"
"32325818","0","34","1","3","13246","13246","1","401"
"32804062","1","33","2","0","52988","48492","5","11"
"32276452","0","49","2","4","3158","1274","4","38"
"31885129","0","162","0","5","31323","20330","5","442"
"32130533","0","21","0","0","23960","15573","3","65"
"32235353","0","67","1","0","29071","29055","2","1018"
"32137672","0","29","5","4","9232","9232","1","126"
"32721655","0","19","0","1","15206","9232","2","111"
"32870514","0","21","0","3","2674","1613","3","2169"
"32710440","6","867","2","0","25355","20330","4","978"
"32681930","1","22","1","0","5825","4331","2","46"
"32602680","0","34","1","0","44698","29055","4","210"
"31849480","0","99","0","4","9661","7531","3","356"
"31921714","1","27","1","6","24041","21665","5","20"
"32091008","1","55","0","5","24234","24099","3","66"
"32829415","1","196","1","0","4588","2300","5","100"
"31982112","0","245","3","0","35153","32646","3","1"
"32373435","0","31","2","0","11777","9232","3","38"
"32635704","4","394","1","4","73086","38161","4","26"
"31790588","1","73","2","3","14106","12782","2","3626"
"32051283","1","45","1","0","43036","38161","3","97"
"32800905","0","33","1","0","971","880","2","177"
"32301384","1","113","1","15","5966","5951","2","47"
"32548362","-2","36","2","3","45053","31161","3","1"
"32119939","2","67","1","8","35764","31161","4","11"
"31823612","0","31","1","0","16501","7090","5","66"
"31946646","0","46","0","8","38207","38161","3","1"
"31799161","0","60","2","2","88062","48492","5","13"
"32779096","-1","24","1","0","3283","3241","2","86"
"32421733","0","26","1","1","62065","31161","5","1267"
"32771957","0","29","0","0","56294","48492","3","2193"
"32261676","0","10","0","0","1614","1614","1","1002"
"32852781","0","76","2","10","12782","12782","1","15"
"31840907","0","12","1","0","7674","4778","2","1"
"32171211","0","96","1","0","11483","7090","5","259"
"32758738","1","38","1","3","12473","7090","4","1383"
"32804483","0","5","0","0","4095","3834","3","7219"
"32428434","1","9","0","0","865","520","2","2480"
"32187991","0","82","1","0","13664","13246","3","366"
"32652999","0","21","0","0","56426","48492","5","1"
"31954721","4","51","2","1","15029","12782","4","2682"
"32612338","0","42","0","0","31964","31161","5","21"
"31953181","1","32","1","5","19372","12782","3","6981"
"32145326","2","73","1","16","6667","6667","1","7629"
"31767222","0","40","1","3","105130","48492","5","13"
"32206843","1","151","2","0","5202","4455","3","770"
"32107656","0","40","0","0","1783","1696","3","1"
"32837069","1","42","0","5","1072","873","3","298"
"31953164","1","45","1","0","2851","2759","3","110"
"32269751","1","54","1","0","48934","38161","5","529"
"32756683","2","164","4","6","70849","38161","3","2580"
"32796408","2","39","0","0","13550","13544","2","1084"
"32054861","0","75","2","16","26997","20330","2","358"
"32439045","1","35","0","3","39647","38161","5","18"
"32813073","0","36","0","1","127","77","3","8217"
"32174755","0","8","0","0","2548","1531","2","1"
"32043646","3","407","2","0","32869","32646","5","77"
"32091446","0","28","1","0","34766","32646","3","257"
"31943506","0","79","1","2","13185","12782","2","9"
"32284089","0","17","0","2","33606","32646","2","1"
"32405523","2","49","2","0","11223","10685","4","4301"
"32627114","-1","56","1","3","36159","32646","4","87"
"32290624","0","11","1","1","15573","15573","1","1"
"32359280","2","99","5","0","110802","48492","5","24"
"32829432","0","14","0","0","15733","12782","5","173"
"32297308","1","57","0","2","15258","12782","3","6"
"31797106","-2","78","1","0","3433","2414","5","1"
"32750148","-1","24","2","1","23982","23982","1","15"
"32007061","1","39","2","3","327","325","2","482"
"31989749","0","32","2","0","24395","23982","2","46"
"31807883","0","30","1","0","1","1","1","522"
"32469095","0","11","0","0","285","212","2","37"
"32475630","0","57","0","0","332","237","3","6"
"31794664","1","37","0","5","39493","38161","3","48"
"32482314","-4","35","3","2","31161","31161","1","7"
"31804743","1","37","2","0","99274","48492","4","4953"
"32571677","0","15","0","0","59","59","1","273"
"32561598","3","77","4","3","35148","24099","4","82"
"32544286","0","38","0","7","31637","31161","4","40"
"32303843","1","44","2","4","27427","20330","5","176"
"32198121","1","52","0","6","2328","1083","5","99"
"31975577","0","29","1","2","88010","48492","5","14"
"32842651","0","22","1","2","47537","38161","4","14"
"32157022","-1","44","2","5","39221","38161","4","11"
"32708419","0","40","0","0","70584","48492","4","1"
"32764337","0","35","0","1","875","701","3","680"
"31938992","5","87","4","6","39342","38161","4","63"
"32615916","1","28","1","1","29168","13246","5","13"
"32465955","-1","45","1","1","38161","38161","1","432"
"32036009","0","21","0","1","956","956","1","71"
"32847165","0","28","1","2","1224","1224","1","59"
"32870531","1","78","2","6","51077","48492","5","13"
"32008601","0","47","0","0","34463","32646","4","1"
"32432510","-1","43","1","8","34488","32646","3","39"
"32850726","0","28","1","3","2129","2053","3","399"
"32635249","-4","52","1","0","5897","4228","4","1"
"32580970","0","33","1","0","2549","2496","3","13"
"32068949","0","73","2","9","29054","24099","4","129"
"32202866","0","38","1","2","17521","15573","2","50"
"32447053","0","75","0","8","31316","31161","2","1"
"32848034","0","25","0","0","33654","32646","4","14"
"31946313","0","22","2","1","39625","38161","4","3218"
"32456711","0","28","1","1","49123","48492","2","3005"
"32862189","0","65","1","1","451","445","2","97"
"32714804","0","39","0","0","31446","20330","5","71"
"32054073","0","51","0","0","3936","2496","2","1"
"32115192","2","53","3","3","29282","21665","3","731"
"32645195","0","50","1","8","13544","13544","1","57"
"32679155","0","106","1","0","12732","7521","5","340"
"31757829","0","42","2","1","50567","48492","3","719"
"31844218","0","19","0","0","130","121","2","138"
"32316342","-1","70","1","1","170","170","1","5282"
"32721820","2","40","2","8","55676","31161","4","648"
"31961604","0","139","0","0","45882","31161","3","1"
"31950827","0","40","1","3","3701","2712","3","33"
"31837079","2","78","0","1","3149","1614","2","1722"
"32653685","0","31","1","2","7605","4349","3","301"
"32167821","0","153","3","4","31313","20330","4","6"
"32308190","0","21","0","1","34307","31161","4","42"
"32518045","0","49","2","7","7351","5951","4","85"
"32324417","0","29","0","2","27339","20330","4","562"
"31970847","1","22","1","0","85015","48492","5","35"
"32398217","0","30","0","1","19215","9232","3","25"
"32336700","0","71","1","7","29055","29055","1","78"
"32215183","0","28","3","2","72389","38161","4","15332"
"32150088","2","99","0","4","4775","4349","3","1563"
"32493296","1","46","0","2","60823","31161","5","6"
"32583678","0","31","2","0","38323","38161","4","60"
"32800672","0","13","0","2","232","225","2","1"
"32551069","2","76","1","4","10941","4778","3","11"
"31892333","1","41","1","2","1375","847","3","16"
"32640681","0","44","0","3","14391","13544","2","80"
"32048929","-1","34","3","8","95409","48492","4","434"
"32406292","0","18","2","0","29777","20330","4","3"
"32014969","0","28","1","0","38161","38161","1","17"
"32395194","0","25","1","0","32699","32646","2","6"
"32007830","0","27","0","0","24248","24099","3","2352"
"32715202","-1","55","1","1","24384","24099","3","8"
"32627462","0","35","0","4","34884","31161","4","82"
"32576539","2","638","1","0","34064","20330","4","45"
"31915931","0","76","2","2","1769","1620","2","76"
"32801791","0","38","3","3","2414","2414","1","1792"
"32747811","0","27","1","0","63158","48492","3","64"
"32552526","0","9","0","0","27159","20330","5","233"
"32798047","3","55","2","0","38925","38161","4","4233"
"32592168","1","113","2","0","34800","32646","4","163"
"32148199","1","31","1","1","8914","6667","4","5683"
"32187841","1","34","2","3","72913","38161","3","24"
"31917820","0","25","0","0","38956","38161","4","991"
"32040854","0","60","0","6","10941","4778","3","16"
"31910681","1","37","1","2","51962","31161","5","322"
"32664030","0","42","1","1","2684","2416","3","531"
"32833158","0","12","1","0","3682","2759","3","75"
"32085159","0","54","0","2","7387","7387","1","840"
"32743148","1","40","0","0","603","481","3","527"
"32426561","3","107","3","7","6558","5951","2","31"
"32809394","0","21","1","4","13102","7151","2","18"
"32257433","0","15","0","4","474","362","3","19"
"32300132","21","315","1","3","401","350","4","31828"
"31847292","4","112","1","0","1105","1067","2","1837"
"32075335","0","25","0","0","34177","32646","2","65"
"31798390","1","36","2","1","62090","48492","3","1112"
"32697054","0","11","0","0","5002","2896","2","1"
"32680306","2","69","1","2","8126","7387","5","13"
"32124801","0","292","2","0","45931","38161","5","223"
"32504411","4","56","1","6","54338","48492","3","39931"
"32823483","1","107","2","8","30579","29055","3","105"
"31922483","1","187","1","2","1003","581","5","46"
"32706729","0","12","0","0","24403","23982","2","1"
"32557272","0","38","1","2","67","67","1","10"
"32154768","1","34","3","0","40117","20330","4","34"
"32860151","0","283","1","0","30859","20330","5","1179"
